GEOID,YEAR,Income,Rent as % of Income,HHs
13121000200,2014,"$35,000 to $49,999",Less than 20.0 percent,0
13121000200,2014,"$35,000 to $49,999",20.0 to 24.9 percent,21
13121000200,2014,"$35,000 to $49,999",25.0 to 29.9 percent,41
13121000200,2014,"$35,000 to $49,999",30.0 to 34.9 percent,0
13121000200,2014,"$35,000 to $49,999",35.0 to 39.9 percent,31
13121000200,2014,"$35,000 to $49,999",40.0 to 49.9 percent,0
13121000200,2014,"$35,000 to $49,999",50.0 percent or more,0
13121000200,2014,"$50,000 to $74,999",Less than 20.0 percent,83
13121000200,2014,"$50,000 to $74,999",20.0 to 24.9 percent,86
13121000200,2014,"$50,000 to $74,999",25.0 to 29.9 percent,14
13121000200,2014,"$50,000 to $74,999",30.0 to 34.9 percent,15
13121000200,2014,"$50,000 to $74,999",35.0 to 39.9 percent,0
13121000200,2014,"$50,000 to $74,999",40.0 to 49.9 percent,0
13121000200,2014,"$50,000 to $74,999",50.0 percent or more,0
13121000200,2014,"$75,000 to $99,999",Less than 20.0 percent,82
13121000200,2014,"$75,000 to $99,999",20.0 to 24.9 percent,20
13121000200,2014,"$75,000 to $99,999",25.0 to 29.9 percent,0
13121000200,2014,"$75,000 to $99,999",30.0 to 34.9 percent,0
13121000200,2014,"$75,000 to $99,999",35.0 to 39.9 percent,0
13121000200,2014,"$75,000 to $99,999",40.0 to 49.9 percent,0
13121000200,2014,"$75,000 to $99,999",50.0 percent or more,0
13121000200,2014,"$100,000 or more",Less than 20.0 percent,160
13121000200,2014,"$100,000 or more",20.0 to 24.9 percent,25
13121000200,2014,"$100,000 or more",25.0 to 29.9 percent,13
13121000200,2014,"$100,000 or more",30.0 to 34.9 percent,0
13121000200,2014,"$100,000 or more",35.0 to 39.9 percent,0
13121000200,2014,"$100,000 or more",40.0 to 49.9 percent,0
13121000200,2014,"$100,000 or more",50.0 percent or more,0
13121000200,2015,"Less than $10,000",Less than 20.0 percent,0
13121000200,2015,"Less than $10,000",20.0 to 24.9 percent,0
13121000200,2015,"Less than $10,000",25.0 to 29.9 percent,0
13121000200,2015,"Less than $10,000",30.0 to 34.9 percent,0
13121000200,2015,"Less than $10,000",35.0 to 39.9 percent,0
13121000200,2015,"Less than $10,000",40.0 to 49.9 percent,0
13121000200,2015,"Less than $10,000",50.0 percent or more,10
13121000200,2015,"$10,000 to $19,999",Less than 20.0 percent,0
13121000200,2015,"$10,000 to $19,999",20.0 to 24.9 percent,0
13121000200,2015,"$10,000 to $19,999",25.0 to 29.9 percent,0
13121000200,2015,"$10,000 to $19,999",30.0 to 34.9 percent,0
13121000200,2015,"$10,000 to $19,999",35.0 to 39.9 percent,0
13121000200,2015,"$10,000 to $19,999",40.0 to 49.9 percent,0
13121000200,2015,"$10,000 to $19,999",50.0 percent or more,111
13121000200,2015,"$20,000 to $34,999",Less than 20.0 percent,0
13121000200,2015,"$20,000 to $34,999",20.0 to 24.9 percent,0
13121000200,2015,"$20,000 to $34,999",25.0 to 29.9 percent,0
13121000200,2015,"$20,000 to $34,999",30.0 to 34.9 percent,18
13121000200,2015,"$20,000 to $34,999",35.0 to 39.9 percent,10
13121000200,2015,"$20,000 to $34,999",40.0 to 49.9 percent,72
13121000200,2015,"$20,000 to $34,999",50.0 percent or more,18
13121000200,2015,"$35,000 to $49,999",Less than 20.0 percent,0
13121000200,2015,"$35,000 to $49,999",20.0 to 24.9 percent,15
13121000200,2015,"$35,000 to $49,999",25.0 to 29.9 percent,41
13121000200,2015,"$35,000 to $49,999",30.0 to 34.9 percent,0
13121000200,2015,"$35,000 to $49,999",35.0 to 39.9 percent,39
13121000200,2015,"$35,000 to $49,999",40.0 to 49.9 percent,0
13121000200,2015,"$35,000 to $49,999",50.0 percent or more,0
13121000200,2015,"$50,000 to $74,999",Less than 20.0 percent,68
13121000200,2015,"$50,000 to $74,999",20.0 to 24.9 percent,87
13121000200,2015,"$50,000 to $74,999",25.0 to 29.9 percent,18
13121000200,2015,"$50,000 to $74,999",30.0 to 34.9 percent,9
13121000200,2015,"$50,000 to $74,999",35.0 to 39.9 percent,0
13121000200,2015,"$50,000 to $74,999",40.0 to 49.9 percent,0
13121000200,2015,"$50,000 to $74,999",50.0 percent or more,0
13121000200,2015,"$75,000 to $99,999",Less than 20.0 percent,74
13121000200,2015,"$75,000 to $99,999",20.0 to 24.9 percent,64
13121000200,2015,"$75,000 to $99,999",25.0 to 29.9 percent,0
13121000200,2015,"$75,000 to $99,999",30.0 to 34.9 percent,0
13121000200,2015,"$75,000 to $99,999",35.0 to 39.9 percent,0
13121000200,2015,"$75,000 to $99,999",40.0 to 49.9 percent,0
13121000200,2015,"$75,000 to $99,999",50.0 percent or more,0
13121000200,2015,"$100,000 or more",Less than 20.0 percent,191
13121000200,2015,"$100,000 or more",20.0 to 24.9 percent,12
13121000200,2015,"$100,000 or more",25.0 to 29.9 percent,12
13121000200,2015,"$100,000 or more",30.0 to 34.9 percent,0
13121000200,2015,"$100,000 or more",35.0 to 39.9 percent,0
13121000200,2015,"$100,000 or more",40.0 to 49.9 percent,0
13121000200,2015,"$100,000 or more",50.0 percent or more,0
13121000200,2016,"Less than $10,000",Less than 20.0 percent,0
13121000200,2016,"Less than $10,000",20.0 to 24.9 percent,0
13121000200,2016,"Less than $10,000",25.0 to 29.9 percent,0
13121000200,2016,"Less than $10,000",30.0 to 34.9 percent,0
13121000200,2016,"Less than $10,000",35.0 to 39.9 percent,0
13121000200,2016,"Less than $10,000",40.0 to 49.9 percent,0
13121000200,2016,"Less than $10,000",50.0 percent or more,10
13121000200,2016,"$10,000 to $19,999",Less than 20.0 percent,0
13121000200,2016,"$10,000 to $19,999",20.0 to 24.9 percent,0
13121000200,2016,"$10,000 to $19,999",25.0 to 29.9 percent,0
13121000200,2016,"$10,000 to $19,999",30.0 to 34.9 percent,0
13121000200,2016,"$10,000 to $19,999",35.0 to 39.9 percent,0
13121000200,2016,"$10,000 to $19,999",40.0 to 49.9 percent,0
13121000200,2016,"$10,000 to $19,999",50.0 percent or more,93
13121000200,2016,"$20,000 to $34,999",Less than 20.0 percent,0
13121000200,2016,"$20,000 to $34,999",20.0 to 24.9 percent,0
13121000200,2016,"$20,000 to $34,999",25.0 to 29.9 percent,0
13121000200,2016,"$20,000 to $34,999",30.0 to 34.9 percent,20
13121000200,2016,"$20,000 to $34,999",35.0 to 39.9 percent,0
13121000200,2016,"$20,000 to $34,999",40.0 to 49.9 percent,78
13121000200,2016,"$20,000 to $34,999",50.0 percent or more,20
13121000200,2016,"$35,000 to $49,999",Less than 20.0 percent,0
13121000200,2016,"$35,000 to $49,999",20.0 to 24.9 percent,0
13121000200,2016,"$35,000 to $49,999",25.0 to 29.9 percent,40
13121000200,2016,"$35,000 to $49,999",30.0 to 34.9 percent,0
13121000200,2016,"$35,000 to $49,999",35.0 to 39.9 percent,42
13121000200,2016,"$35,000 to $49,999",40.0 to 49.9 percent,0
13121000200,2016,"$35,000 to $49,999",50.0 percent or more,0
13121000200,2016,"$50,000 to $74,999",Less than 20.0 percent,49
13121000200,2016,"$50,000 to $74,999",20.0 to 24.9 percent,103
13121000200,2016,"$50,000 to $74,999",25.0 to 29.9 percent,32
13121000200,2016,"$50,000 to $74,999",30.0 to 34.9 percent,8
13121000200,2016,"$50,000 to $74,999",35.0 to 39.9 percent,0
13121000200,2016,"$50,000 to $74,999",40.0 to 49.9 percent,0
13121000200,2016,"$50,000 to $74,999",50.0 percent or more,0
13121000200,2016,"$75,000 to $99,999",Less than 20.0 percent,30
13121000200,2016,"$75,000 to $99,999",20.0 to 24.9 percent,61
13121000200,2016,"$75,000 to $99,999",25.0 to 29.9 percent,0
13121000200,2016,"$75,000 to $99,999",30.0 to 34.9 percent,0
13121000200,2016,"$75,000 to $99,999",35.0 to 39.9 percent,0
13121000200,2016,"$75,000 to $99,999",40.0 to 49.9 percent,0
13121000200,2016,"$75,000 to $99,999",50.0 percent or more,0
13121000200,2016,"$100,000 or more",Less than 20.0 percent,230
13121000200,2016,"$100,000 or more",20.0 to 24.9 percent,45
13121000200,2016,"$100,000 or more",25.0 to 29.9 percent,11
13121000200,2016,"$100,000 or more",30.0 to 34.9 percent,0
13121000200,2016,"$100,000 or more",35.0 to 39.9 percent,0
13121000200,2016,"$100,000 or more",40.0 to 49.9 percent,0
13121000200,2016,"$100,000 or more",50.0 percent or more,0
13121000200,2017,"Less than $10,000",Less than 20.0 percent,0
13121000200,2017,"Less than $10,000",20.0 to 24.9 percent,0
13121000200,2017,"Less than $10,000",25.0 to 29.9 percent,0
13121000200,2017,"Less than $10,000",30.0 to 34.9 percent,0
13121000200,2017,"Less than $10,000",35.0 to 39.9 percent,0
13121000200,2017,"Less than $10,000",40.0 to 49.9 percent,0
13121000200,2017,"Less than $10,000",50.0 percent or more,0
13121000200,2017,"$10,000 to $19,999",Less than 20.0 percent,0
13121000200,2017,"$10,000 to $19,999",20.0 to 24.9 percent,0
13121000200,2017,"$10,000 to $19,999",25.0 to 29.9 percent,0
13121000200,2017,"$10,000 to $19,999",30.0 to 34.9 percent,0
13121000200,2017,"$10,000 to $19,999",35.0 to 39.9 percent,0
13121000200,2017,"$10,000 to $19,999",40.0 to 49.9 percent,0
13121000200,2017,"$10,000 to $19,999",50.0 percent or more,69
13121000200,2017,"$20,000 to $34,999",Less than 20.0 percent,0
13121000200,2017,"$20,000 to $34,999",20.0 to 24.9 percent,0
13121000200,2017,"$20,000 to $34,999",25.0 to 29.9 percent,0
13121000200,2017,"$20,000 to $34,999",30.0 to 34.9 percent,18
13121000200,2017,"$20,000 to $34,999",35.0 to 39.9 percent,0
13121000200,2017,"$20,000 to $34,999",40.0 to 49.9 percent,80
13121000200,2017,"$20,000 to $34,999",50.0 percent or more,22
13121000200,2017,"$35,000 to $49,999",Less than 20.0 percent,0
13121000200,2017,"$35,000 to $49,999",20.0 to 24.9 percent,0
13121000200,2017,"$35,000 to $49,999",25.0 to 29.9 percent,24
13121000200,2017,"$35,000 to $49,999",30.0 to 34.9 percent,0
13121000200,2017,"$35,000 to $49,999",35.0 to 39.9 percent,42
13121000200,2017,"$35,000 to $49,999",40.0 to 49.9 percent,0
13121000200,2017,"$35,000 to $49,999",50.0 percent or more,0
13121000200,2017,"$50,000 to $74,999",Less than 20.0 percent,29
13121000200,2017,"$50,000 to $74,999",20.0 to 24.9 percent,103
13121000200,2017,"$50,000 to $74,999",25.0 to 29.9 percent,40
13121000200,2017,"$50,000 to $74,999",30.0 to 34.9 percent,11
13121000200,2017,"$50,000 to $74,999",35.0 to 39.9 percent,0
13121000200,2017,"$50,000 to $74,999",40.0 to 49.9 percent,0
13121000200,2017,"$50,000 to $74,999",50.0 percent or more,0
13121000200,2017,"$75,000 to $99,999",Less than 20.0 percent,27
13121000200,2017,"$75,000 to $99,999",20.0 to 24.9 percent,54
13121000200,2017,"$75,000 to $99,999",25.0 to 29.9 percent,0
13121000200,2017,"$75,000 to $99,999",30.0 to 34.9 percent,0
13121000200,2017,"$75,000 to $99,999",35.0 to 39.9 percent,0
13121000200,2017,"$75,000 to $99,999",40.0 to 49.9 percent,0
13121000200,2017,"$75,000 to $99,999",50.0 percent or more,0
13121000200,2017,"$100,000 or more",Less than 20.0 percent,245
13121000200,2017,"$100,000 or more",20.0 to 24.9 percent,35
13121000200,2017,"$100,000 or more",25.0 to 29.9 percent,0
13121000200,2017,"$100,000 or more",30.0 to 34.9 percent,0
13121000200,2017,"$100,000 or more",35.0 to 39.9 percent,0
13121000200,2017,"$100,000 or more",40.0 to 49.9 percent,0
13121000200,2017,"$100,000 or more",50.0 percent or more,0
13121000400,2014,"Less than $10,000",Less than 20.0 percent,0
13121000400,2014,"Less than $10,000",20.0 to 24.9 percent,0
13121000400,2014,"Less than $10,000",25.0 to 29.9 percent,0
13121000400,2014,"Less than $10,000",30.0 to 34.9 percent,0
13121000400,2014,"Less than $10,000",35.0 to 39.9 percent,0
13121000400,2014,"Less than $10,000",40.0 to 49.9 percent,0
13121000400,2014,"Less than $10,000",50.0 percent or more,12
13121000400,2014,"$10,000 to $19,999",Less than 20.0 percent,0
13121000400,2014,"$10,000 to $19,999",20.0 to 24.9 percent,0
13121000400,2014,"$10,000 to $19,999",25.0 to 29.9 percent,0
13121000400,2014,"$10,000 to $19,999",30.0 to 34.9 percent,0
13121000400,2014,"$10,000 to $19,999",35.0 to 39.9 percent,0
13121000400,2014,"$10,000 to $19,999",40.0 to 49.9 percent,0
13121000400,2014,"$10,000 to $19,999",50.0 percent or more,0
13121000400,2014,"$20,000 to $34,999",Less than 20.0 percent,0
13121000400,2014,"$20,000 to $34,999",20.0 to 24.9 percent,0
13121000400,2014,"$20,000 to $34,999",25.0 to 29.9 percent,0
13121000400,2014,"$20,000 to $34,999",30.0 to 34.9 percent,0
13121000400,2014,"$20,000 to $34,999",35.0 to 39.9 percent,0
13121000400,2014,"$20,000 to $34,999",40.0 to 49.9 percent,0
13121000400,2014,"$20,000 to $34,999",50.0 percent or more,23
13121000400,2014,"$35,000 to $49,999",Less than 20.0 percent,32
13121000400,2014,"$35,000 to $49,999",20.0 to 24.9 percent,29
13121000400,2014,"$35,000 to $49,999",25.0 to 29.9 percent,17
13121000400,2014,"$35,000 to $49,999",30.0 to 34.9 percent,0
13121000400,2014,"$35,000 to $49,999",35.0 to 39.9 percent,0
13121000400,2014,"$35,000 to $49,999",40.0 to 49.9 percent,0
13121000400,2014,"$35,000 to $49,999",50.0 percent or more,0
13121000400,2014,"$50,000 to $74,999",Less than 20.0 percent,0
13121000400,2014,"$50,000 to $74,999",20.0 to 24.9 percent,80
13121000400,2014,"$50,000 to $74,999",25.0 to 29.9 percent,28
13121000400,2014,"$50,000 to $74,999",30.0 to 34.9 percent,0
13121000400,2014,"$50,000 to $74,999",35.0 to 39.9 percent,10
13121000400,2014,"$50,000 to $74,999",40.0 to 49.9 percent,0
13121000400,2014,"$50,000 to $74,999",50.0 percent or more,0
13121000400,2014,"$75,000 to $99,999",Less than 20.0 percent,11
13121000400,2014,"$75,000 to $99,999",20.0 to 24.9 percent,25
13121000400,2014,"$75,000 to $99,999",25.0 to 29.9 percent,0
13121000400,2014,"$75,000 to $99,999",30.0 to 34.9 percent,0
13121000400,2014,"$75,000 to $99,999",35.0 to 39.9 percent,0
13121000400,2014,"$75,000 to $99,999",40.0 to 49.9 percent,0
13121000400,2014,"$75,000 to $99,999",50.0 percent or more,0
13121000400,2014,"$100,000 or more",Less than 20.0 percent,50
13121000400,2014,"$100,000 or more",20.0 to 24.9 percent,0
13121000400,2014,"$100,000 or more",25.0 to 29.9 percent,0
13121000400,2014,"$100,000 or more",30.0 to 34.9 percent,32
13121000400,2014,"$100,000 or more",35.0 to 39.9 percent,0
13121000400,2014,"$100,000 or more",40.0 to 49.9 percent,0
13121000400,2014,"$100,000 or more",50.0 percent or more,0
13121000400,2015,"Less than $10,000",Less than 20.0 percent,0
13121000400,2015,"Less than $10,000",20.0 to 24.9 percent,0
13121000400,2015,"Less than $10,000",25.0 to 29.9 percent,0
13121000400,2015,"Less than $10,000",30.0 to 34.9 percent,0
13121000400,2015,"Less than $10,000",35.0 to 39.9 percent,0
13121000400,2015,"Less than $10,000",40.0 to 49.9 percent,0
13121000400,2015,"Less than $10,000",50.0 percent or more,16
13121000400,2015,"$10,000 to $19,999",Less than 20.0 percent,0
13121000400,2015,"$10,000 to $19,999",20.0 to 24.9 percent,0
13121000400,2015,"$10,000 to $19,999",25.0 to 29.9 percent,0
13121000400,2015,"$10,000 to $19,999",30.0 to 34.9 percent,0
13121000400,2015,"$10,000 to $19,999",35.0 to 39.9 percent,0
13121000400,2015,"$10,000 to $19,999",40.0 to 49.9 percent,0
13121000400,2015,"$10,000 to $19,999",50.0 percent or more,0
13121000400,2015,"$20,000 to $34,999",Less than 20.0 percent,0
13121000400,2015,"$20,000 to $34,999",20.0 to 24.9 percent,0
13121000400,2015,"$20,000 to $34,999",25.0 to 29.9 percent,0
13121000400,2015,"$20,000 to $34,999",30.0 to 34.9 percent,0
13121000400,2015,"$20,000 to $34,999",35.0 to 39.9 percent,0
13121000400,2015,"$20,000 to $34,999",40.0 to 49.9 percent,0
13121000400,2015,"$20,000 to $34,999",50.0 percent or more,19
13121000400,2015,"$35,000 to $49,999",Less than 20.0 percent,0
13121000400,2015,"$35,000 to $49,999",20.0 to 24.9 percent,31
13121000400,2015,"$35,000 to $49,999",25.0 to 29.9 percent,18
13121000400,2015,"$35,000 to $49,999",30.0 to 34.9 percent,23
13121000400,2015,"$35,000 to $49,999",35.0 to 39.9 percent,0
13121000400,2015,"$35,000 to $49,999",40.0 to 49.9 percent,0
13121000400,2015,"$35,000 to $49,999",50.0 percent or more,0
13121000400,2015,"$50,000 to $74,999",Less than 20.0 percent,0
13121000400,2015,"$50,000 to $74,999",20.0 to 24.9 percent,31
13121000400,2015,"$50,000 to $74,999",25.0 to 29.9 percent,37
13121000400,2015,"$50,000 to $74,999",30.0 to 34.9 percent,8
13121000400,2015,"$50,000 to $74,999",35.0 to 39.9 percent,10
13121000400,2015,"$50,000 to $74,999",40.0 to 49.9 percent,0
13121000400,2015,"$50,000 to $74,999",50.0 percent or more,0
13121000400,2015,"$75,000 to $99,999",Less than 20.0 percent,6
13121000400,2015,"$75,000 to $99,999",20.0 to 24.9 percent,24
13121000400,2015,"$75,000 to $99,999",25.0 to 29.9 percent,0
13121000400,2015,"$75,000 to $99,999",30.0 to 34.9 percent,0
13121000400,2015,"$75,000 to $99,999",35.0 to 39.9 percent,0
13121000400,2015,"$75,000 to $99,999",40.0 to 49.9 percent,0
13121000400,2015,"$75,000 to $99,999",50.0 percent or more,0
13121000400,2015,"$100,000 or more",Less than 20.0 percent,54
13121000400,2015,"$100,000 or more",20.0 to 24.9 percent,0
13121000400,2015,"$100,000 or more",25.0 to 29.9 percent,0
13121000400,2015,"$100,000 or more",30.0 to 34.9 percent,34
13121000400,2015,"$100,000 or more",35.0 to 39.9 percent,0
13121000400,2015,"$100,000 or more",40.0 to 49.9 percent,0
13121000400,2015,"$100,000 or more",50.0 percent or more,0
13121000400,2016,"Less than $10,000",Less than 20.0 percent,0
13121000400,2016,"Less than $10,000",20.0 to 24.9 percent,0
13121000400,2016,"Less than $10,000",25.0 to 29.9 percent,0
13121000400,2016,"Less than $10,000",30.0 to 34.9 percent,0
13121000400,2016,"Less than $10,000",35.0 to 39.9 percent,0
13121000400,2016,"Less than $10,000",40.0 to 49.9 percent,0
13121000400,2016,"Less than $10,000",50.0 percent or more,16
13121000400,2016,"$10,000 to $19,999",Less than 20.0 percent,0
13121000400,2016,"$10,000 to $19,999",20.0 to 24.9 percent,0
13121000400,2016,"$10,000 to $19,999",25.0 to 29.9 percent,0
13121000400,2016,"$10,000 to $19,999",30.0 to 34.9 percent,0
13121000400,2016,"$10,000 to $19,999",35.0 to 39.9 percent,0
13121000400,2016,"$10,000 to $19,999",40.0 to 49.9 percent,0
13121000400,2016,"$10,000 to $19,999",50.0 percent or more,0
13121000400,2016,"$20,000 to $34,999",Less than 20.0 percent,0
13121000400,2016,"$20,000 to $34,999",20.0 to 24.9 percent,0
13121000400,2016,"$20,000 to $34,999",25.0 to 29.9 percent,0
13121000400,2016,"$20,000 to $34,999",30.0 to 34.9 percent,0
13121000400,2016,"$20,000 to $34,999",35.0 to 39.9 percent,0
13121000400,2016,"$20,000 to $34,999",40.0 to 49.9 percent,0
13121000400,2016,"$20,000 to $34,999",50.0 percent or more,18
13121000400,2016,"$35,000 to $49,999",Less than 20.0 percent,0
13121000400,2016,"$35,000 to $49,999",20.0 to 24.9 percent,33
13121000400,2016,"$35,000 to $49,999",25.0 to 29.9 percent,27
13121000400,2016,"$35,000 to $49,999",30.0 to 34.9 percent,23
13121000400,2016,"$35,000 to $49,999",35.0 to 39.9 percent,0
13121000400,2016,"$35,000 to $49,999",40.0 to 49.9 percent,0
13121000400,2016,"$35,000 to $49,999",50.0 percent or more,0
13121000400,2016,"$50,000 to $74,999",Less than 20.0 percent,0
13121000400,2016,"$50,000 to $74,999",20.0 to 24.9 percent,31
13121000400,2016,"$50,000 to $74,999",25.0 to 29.9 percent,7
13121000400,2016,"$50,000 to $74,999",30.0 to 34.9 percent,31
13121000400,2016,"$50,000 to $74,999",35.0 to 39.9 percent,16
13121000400,2016,"$50,000 to $74,999",40.0 to 49.9 percent,0
13121000400,2016,"$50,000 to $74,999",50.0 percent or more,0
13121000400,2016,"$75,000 to $99,999",Less than 20.0 percent,7
13121000400,2016,"$75,000 to $99,999",20.0 to 24.9 percent,22
13121000400,2016,"$75,000 to $99,999",25.0 to 29.9 percent,0
13121000400,2016,"$75,000 to $99,999",30.0 to 34.9 percent,0
13121000400,2016,"$75,000 to $99,999",35.0 to 39.9 percent,0
13121000400,2016,"$75,000 to $99,999",40.0 to 49.9 percent,0
13121000400,2016,"$75,000 to $99,999",50.0 percent or more,0
13121000400,2016,"$100,000 or more",Less than 20.0 percent,77
13121000400,2016,"$100,000 or more",20.0 to 24.9 percent,0
13121000400,2016,"$100,000 or more",25.0 to 29.9 percent,0
13121000400,2016,"$100,000 or more",30.0 to 34.9 percent,0
13121000400,2016,"$100,000 or more",35.0 to 39.9 percent,0
13121000400,2016,"$100,000 or more",40.0 to 49.9 percent,0
13121000400,2016,"$100,000 or more",50.0 percent or more,0
13121000400,2017,"Less than $10,000",Less than 20.0 percent,0
13121000400,2017,"Less than $10,000",20.0 to 24.9 percent,0
13121000400,2017,"Less than $10,000",25.0 to 29.9 percent,0
13121000400,2017,"Less than $10,000",30.0 to 34.9 percent,0
13121000400,2017,"Less than $10,000",35.0 to 39.9 percent,0
13121000400,2017,"Less than $10,000",40.0 to 49.9 percent,0
13121000400,2017,"Less than $10,000",50.0 percent or more,19
13121000400,2017,"$10,000 to $19,999",Less than 20.0 percent,0
13121000400,2017,"$10,000 to $19,999",20.0 to 24.9 percent,0
13121000400,2017,"$10,000 to $19,999",25.0 to 29.9 percent,0
13121000400,2017,"$10,000 to $19,999",30.0 to 34.9 percent,0
13121000400,2017,"$10,000 to $19,999",35.0 to 39.9 percent,0
13121000400,2017,"$10,000 to $19,999",40.0 to 49.9 percent,0
13121000400,2017,"$10,000 to $19,999",50.0 percent or more,0
13121000400,2017,"$20,000 to $34,999",Less than 20.0 percent,0
13121000400,2017,"$20,000 to $34,999",20.0 to 24.9 percent,0
13121000400,2017,"$20,000 to $34,999",25.0 to 29.9 percent,0
13121000400,2017,"$20,000 to $34,999",30.0 to 34.9 percent,0
13121000400,2017,"$20,000 to $34,999",35.0 to 39.9 percent,0
13121000400,2017,"$20,000 to $34,999",40.0 to 49.9 percent,0
13121000400,2017,"$20,000 to $34,999",50.0 percent or more,17
13121000400,2017,"$35,000 to $49,999",Less than 20.0 percent,0
13121000400,2017,"$35,000 to $49,999",20.0 to 24.9 percent,31
13121000400,2017,"$35,000 to $49,999",25.0 to 29.9 percent,20
13121000400,2017,"$35,000 to $49,999",30.0 to 34.9 percent,22
13121000400,2017,"$35,000 to $49,999",35.0 to 39.9 percent,0
13121000400,2017,"$35,000 to $49,999",40.0 to 49.9 percent,0
13121000400,2017,"$35,000 to $49,999",50.0 percent or more,0
13121000400,2017,"$50,000 to $74,999",Less than 20.0 percent,0
13121000400,2017,"$50,000 to $74,999",20.0 to 24.9 percent,27
13121000400,2017,"$50,000 to $74,999",25.0 to 29.9 percent,6
13121000400,2017,"$50,000 to $74,999",30.0 to 34.9 percent,33
13121000400,2017,"$50,000 to $74,999",35.0 to 39.9 percent,14
13121000400,2017,"$50,000 to $74,999",40.0 to 49.9 percent,0
13121000400,2017,"$50,000 to $74,999",50.0 percent or more,9
13121000400,2017,"$75,000 to $99,999",Less than 20.0 percent,7
13121000400,2017,"$75,000 to $99,999",20.0 to 24.9 percent,23
13121000400,2017,"$75,000 to $99,999",25.0 to 29.9 percent,35
13121000400,2017,"$75,000 to $99,999",30.0 to 34.9 percent,0
13121000400,2017,"$75,000 to $99,999",35.0 to 39.9 percent,0
13121000400,2017,"$75,000 to $99,999",40.0 to 49.9 percent,0
13121000400,2017,"$75,000 to $99,999",50.0 percent or more,0
13121000400,2017,"$100,000 or more",Less than 20.0 percent,90
13121000400,2017,"$100,000 or more",20.0 to 24.9 percent,0
13121000400,2017,"$100,000 or more",25.0 to 29.9 percent,0
13121000400,2017,"$100,000 or more",30.0 to 34.9 percent,0
13121000400,2017,"$100,000 or more",35.0 to 39.9 percent,0
13121000400,2017,"$100,000 or more",40.0 to 49.9 percent,0
13121000400,2017,"$100,000 or more",50.0 percent or more,0
13121000500,2014,"Less than $10,000",Less than 20.0 percent,0
13121000500,2014,"Less than $10,000",20.0 to 24.9 percent,0
13121000500,2014,"Less than $10,000",25.0 to 29.9 percent,0
13121000500,2014,"Less than $10,000",30.0 to 34.9 percent,0
13121000500,2014,"Less than $10,000",35.0 to 39.9 percent,0
13121000500,2014,"Less than $10,000",40.0 to 49.9 percent,0
13121000500,2014,"Less than $10,000",50.0 percent or more,37
13121000500,2014,"$10,000 to $19,999",Less than 20.0 percent,0
13121000500,2014,"$10,000 to $19,999",20.0 to 24.9 percent,0
13121000500,2014,"$10,000 to $19,999",25.0 to 29.9 percent,0
13121000500,2014,"$10,000 to $19,999",30.0 to 34.9 percent,0
13121000500,2014,"$10,000 to $19,999",35.0 to 39.9 percent,0
13121000500,2014,"$10,000 to $19,999",40.0 to 49.9 percent,0
13121000500,2014,"$10,000 to $19,999",50.0 percent or more,84
13121000500,2014,"$20,000 to $34,999",Less than 20.0 percent,0
13121000500,2014,"$20,000 to $34,999",20.0 to 24.9 percent,0
13121000500,2014,"$20,000 to $34,999",25.0 to 29.9 percent,41
13121000500,2014,"$20,000 to $34,999",30.0 to 34.9 percent,0
13121000500,2014,"$20,000 to $34,999",35.0 to 39.9 percent,17
13121000500,2014,"$20,000 to $34,999",40.0 to 49.9 percent,50
13121000500,2014,"$20,000 to $34,999",50.0 percent or more,69
13121000500,2014,"$35,000 to $49,999",Less than 20.0 percent,0
13121000500,2014,"$35,000 to $49,999",20.0 to 24.9 percent,63
13121000500,2014,"$35,000 to $49,999",25.0 to 29.9 percent,39
13121000500,2014,"$35,000 to $49,999",30.0 to 34.9 percent,28
13121000500,2014,"$35,000 to $49,999",35.0 to 39.9 percent,0
13121000500,2014,"$35,000 to $49,999",40.0 to 49.9 percent,13
13121000500,2014,"$35,000 to $49,999",50.0 percent or more,0
13121000500,2014,"$50,000 to $74,999",Less than 20.0 percent,14
13121000500,2014,"$50,000 to $74,999",20.0 to 24.9 percent,79
13121000500,2014,"$50,000 to $74,999",25.0 to 29.9 percent,48
13121000500,2014,"$50,000 to $74,999",30.0 to 34.9 percent,149
13121000500,2014,"$50,000 to $74,999",35.0 to 39.9 percent,0
13121000500,2014,"$50,000 to $74,999",40.0 to 49.9 percent,0
13121000500,2014,"$50,000 to $74,999",50.0 percent or more,0
13121000500,2014,"$75,000 to $99,999",Less than 20.0 percent,49
13121000500,2014,"$75,000 to $99,999",20.0 to 24.9 percent,0
13121000500,2014,"$75,000 to $99,999",25.0 to 29.9 percent,13
13121000500,2014,"$75,000 to $99,999",30.0 to 34.9 percent,0
13121000500,2014,"$75,000 to $99,999",35.0 to 39.9 percent,0
13121000500,2014,"$75,000 to $99,999",40.0 to 49.9 percent,0
13121000500,2014,"$75,000 to $99,999",50.0 percent or more,0
13121000500,2014,"$100,000 or more",Less than 20.0 percent,207
13121000500,2014,"$100,000 or more",20.0 to 24.9 percent,84
13121000500,2014,"$100,000 or more",25.0 to 29.9 percent,9
13121000500,2014,"$100,000 or more",30.0 to 34.9 percent,0
13121000500,2014,"$100,000 or more",35.0 to 39.9 percent,0
13121000500,2014,"$100,000 or more",40.0 to 49.9 percent,0
